Sex,AgeGroup,Color1,Color2,Color3,Flower1,Flower2,Flower3
Feminin,46+,Rosu,Roz,Auriu,Peony,Dahlia,Chrysanthemum
Feminin,46+,Rosu,Auriu,Bej,Hyacinth,Crocus,Gerbera
Feminin,46+,Rosu,Auriu,Bej,Hyacinth,Dahlia,Chrysanthemum
Feminin,46+,Auriu,Roz,Bej,Hyacinth,Peony,Dahlia
Feminin,46+,Bej,Rosu,Auriu,Peony,Crocus,Chrysanthemum
Feminin,46+,Violet,Bej,Roz,Dahlia,Peony,Chrysanthemum
Feminin,46+,Roz,Auriu,Bej,Chrysanthemum,Peony,Hyacinth
Feminin,31 - 45,Rosu,Auriu,Violet,Dahlia,Gerbera,Peony
Feminin,46+,Auriu,Violet,Bej,Gerbera,Hyacinth,Crocus
Feminin,31 - 45,Auriu,Rosu,Bej,Hyacinth,Peony,Dahlia
Feminin,31 - 45,Bej,Auriu,Rosu,Crocus,Hyacinth,Chrysanthemum
Feminin,46+,Violet,Auriu,Roz,Dahlia,Peony,Gerbera
Feminin,31 - 45,Rosu,Auriu,Bej,Peony,Gerbera,Chrysanthemum
Feminin,31 - 45,Roz,Rosu,Auriu,Dahlia,Chrysanthemum,Hyacinth
Feminin,31 - 45,Roz,Bej,Rosu,Dahlia,Gerbera,Hyacinth
Feminin,31 - 45,Rosu,Bej,Roz,Hyacinth,Gerbera,Dahlia
Feminin,46+,Rosu,Auriu,Bej,Peony,Hyacinth,Gerbera
Feminin,46+,Roz,Bej,Rosu,Gerbera,Crocus,Dahlia
Feminin,46+,Violet,Bej,Roz,Chrysanthemum,Crocus,Dahlia
Feminin,31 - 45,Violet,Roz,Bej,Chrysanthemum,Gerbera,Dahlia
Feminin,46+,Violet,Roz,Rosu,Crocus,Gerbera,Dahlia
Feminin,46+,Roz,Violet,Bej,Crocus,Gerbera,Hyacinth
Feminin,46+,Rosu,Violet,Auriu,Chrysanthemum,Hyacinth,Crocus
Feminin,31 - 45,Rosu,Roz,Bej,Chrysanthemum,Peony,Dahlia
Feminin,31 - 45,Roz,Auriu,Rosu,Chrysanthemum,Crocus,Dahlia
Feminin,31 - 45,Auriu,Rosu,Violet,Peony,Chrysanthemum,Dahlia
Feminin,46+,Bej,Roz,Violet,Peony,Crocus,Dahlia
Feminin,31 - 45,Bej,Violet,Auriu,Chrysanthemum,Gerbera,Hyacinth
Feminin,31 - 45,Bej,Violet,Auriu,Dahlia,Peony,Chrysanthemum
Feminin,46+,Bej,Rosu,Auriu,Peony,Chrysanthemum,Crocus
Feminin,46+,Violet,Roz,Auriu,Gerbera,Chrysanthemum,Dahlia
Feminin,46+,Rosu,Auriu,Bej,Dahlia,Chrysanthemum,Gerbera
Feminin,46+,Rosu,Violet,Roz,Chrysanthemum,Dahlia,Gerbera
Feminin,46+,Rosu,Violet,Bej,Chrysanthemum,Dahlia,Gerbera
Feminin,46+,Auriu,Violet,Bej,Chrysanthemum,Crocus,Peony
Feminin,31 - 45,Bej,Violet,Rosu,Crocus,Dahlia,Peony
Feminin,31 - 45,Auriu,Roz,Bej,Peony,Hyacinth,Gerbera
Feminin,31 - 45,Roz,Rosu,Violet,Chrysanthemum,Peony,Gerbera
Feminin,46+,Violet,Rosu,Auriu,Chrysanthemum,Gerbera,Peony
Feminin,46+,Rosu,Violet,Bej,Dahlia,Chrysanthemum,Gerbera
Feminin,46+,Rosu,Violet,Bej,Crocus,Hyacinth,Dahlia
Feminin,46+,Bej,Roz,Violet,Hyacinth,Chrysanthemum,Crocus
Feminin,31 - 45,Bej,Rosu,Roz,Chrysanthemum,Gerbera,Hyacinth
Feminin,31 - 45,Auriu,Bej,Violet,Dahlia,Peony,Gerbera
Feminin,31 - 45,Violet,Bej,Rosu,Peony,Dahlia,Hyacinth
Feminin,46+,Roz,Violet,Rosu,Hyacinth,Crocus,Gerbera
Feminin,31 - 45,Rosu,Violet,Roz,Gerbera,Dahlia,Chrysanthemum
Feminin,46+,Roz,Bej,Violet,Gerbera,Peony,Crocus
Feminin,46+,Roz,Violet,Auriu,Chrysanthemum,Hyacinth,Gerbera
Feminin,46+,Bej,Rosu,Roz,Hyacinth,Chrysanthemum,Peony
Feminin,46+,Violet,Rosu,Bej,Chrysanthemum,Hyacinth,Crocus
Feminin,46+,Roz,Violet,Rosu,Gerbera,Chrysanthemum,Dahlia
Feminin,46+,Auriu,Bej,Roz,Gerbera,Crocus,Hyacinth
Feminin,46+,Auriu,Violet,Roz,Gerbera,Chrysanthemum,Crocus
Feminin,31 - 45,Violet,Roz,Rosu,Dahlia,Hyacinth,Chrysanthemum
Feminin,46+,Rosu,Bej,Roz,Hyacinth,Peony,Gerbera
Feminin,31 - 45,Rosu,Roz,Auriu,Dahlia,Chrysanthemum,Gerbera
Feminin,46+,Rosu,Bej,Violet,Peony,Dahlia,Chrysanthemum
Feminin,46+,Rosu,Auriu,Roz,Gerbera,Crocus,Peony
Feminin,31 - 45,Auriu,Roz,Violet,Hyacinth,Chrysanthemum,Crocus
Feminin,31 - 45,Bej,Roz,Violet,Dahlia,Peony,Gerbera
Feminin,46+,Bej,Violet,Auriu,Gerbera,Dahlia,Crocus
Feminin,31 - 45,Violet,Rosu,Roz,Gerbera,Dahlia,Hyacinth
Feminin,31 - 45,Auriu,Violet,Bej,Crocus,Hyacinth,Gerbera
Feminin,31 - 45,Bej,Roz,Rosu,Dahlia,Peony,Crocus
Feminin,31 - 45,Roz,Rosu,Auriu,Gerbera,Peony,Hyacinth
Feminin,46+,Violet,Bej,Roz,Dahlia,Gerbera,Chrysanthemum
Feminin,31 - 45,Auriu,Rosu,Violet,Hyacinth,Crocus,Peony
Feminin,46+,Violet,Roz,Bej,Peony,Dahlia,Hyacinth
Feminin,46+,Auriu,Roz,Bej,Hyacinth,Crocus,Gerbera
Feminin,46+,Bej,Auriu,Roz,Peony,Chrysanthemum,Hyacinth
Feminin,46+,Violet,Roz,Rosu,Gerbera,Chrysanthemum,Dahlia
Feminin,31 - 45,Roz,Rosu,Auriu,Dahlia,Peony,Gerbera
Feminin,31 - 45,Auriu,Rosu,Bej,Chrysanthemum,Gerbera,Hyacinth
Feminin,46+,Rosu,Violet,Roz,Chrysanthemum,Dahlia,Gerbera
Feminin,46+,Rosu,Bej,Violet,Dahlia,Chrysanthemum,Peony
Feminin,31 - 45,Rosu,Auriu,Violet,Hyacinth,Crocus,Dahlia
Feminin,31 - 45,Rosu,Roz,Auriu,Gerbera,Chrysanthemum,Crocus
Feminin,31 - 45,Rosu,Auriu,Roz,Chrysanthemum,Peony,Dahlia
Feminin,46+,Violet,Auriu,Rosu,Chrysanthemum,Dahlia,Crocus
Feminin,46+,Violet,Roz,Auriu,Hyacinth,Chrysanthemum,Gerbera
Feminin,46+,Violet,Rosu,Bej,Gerbera,Crocus,Dahlia
Feminin,31 - 45,Bej,Violet,Rosu,Dahlia,Chrysanthemum,Crocus
Feminin,46+,Violet,Bej,Auriu,Gerbera,Dahlia,Hyacinth
Feminin,46+,Auriu,Roz,Violet,Chrysanthemum,Peony,Crocus
Feminin,46+,Auriu,Bej,Violet,Crocus,Dahlia,Peony
Feminin,46+,Bej,Auriu,Roz,Gerbera,Chrysanthemum,Hyacinth
Feminin,46+,Rosu,Roz,Violet,Dahlia,Hyacinth,Gerbera
Feminin,31 - 45,Violet,Bej,Rosu,Hyacinth,Dahlia,Peony
Feminin,31 - 45,Rosu,Auriu,Bej,Gerbera,Dahlia,Crocus
Feminin,31 - 45,Auriu,Violet,Roz,Peony,Hyacinth,Dahlia
Feminin,31 - 45,Auriu,Bej,Roz,Hyacinth,Gerbera,Peony
Feminin,31 - 45,Auriu,Violet,Roz,Chrysanthemum,Hyacinth,Dahlia
Feminin,31 - 45,Auriu,Rosu,Violet,Peony,Dahlia,Gerbera
Feminin,31 - 45,Rosu,Bej,Auriu,Gerbera,Chrysanthemum,Peony
Feminin,31 - 45,Bej,Rosu,Violet,Peony,Dahlia,Crocus
Feminin,46+,Roz,Bej,Auriu,Dahlia,Gerbera,Crocus
Feminin,31 - 45,Rosu,Violet,Roz,Hyacinth,Crocus,Peony
Feminin,31 - 45,Bej,Violet,Auriu,Hyacinth,Chrysanthemum,Crocus
Feminin,31 - 45,Violet,Rosu,Bej,Crocus,Gerbera,Dahlia
Feminin,31 - 45,Rosu,Bej,Violet,Crocus,Dahlia,Peony
Feminin,46+,Roz,Bej,Auriu,Peony,Gerbera,Chrysanthemum
Feminin,46+,Auriu,Violet,Bej,Peony,Gerbera,Dahlia
Feminin,31 - 45,Roz,Violet,Auriu,Crocus,Chrysanthemum,Hyacinth
Feminin,46+,Roz,Rosu,Auriu,Hyacinth,Dahlia,Peony
Feminin,46+,Rosu,Auriu,Roz,Hyacinth,Crocus,Peony
Feminin,31 - 45,Bej,Auriu,Violet,Hyacinth,Gerbera,Peony
Feminin,46+,Bej,Auriu,Roz,Chrysanthemum,Gerbera,Dahlia
Feminin,46+,Auriu,Bej,Violet,Chrysanthemum,Peony,Gerbera
Feminin,31 - 45,Violet,Bej,Auriu,Gerbera,Chrysanthemum,Dahlia
Feminin,46+,Rosu,Auriu,Bej,Crocus,Peony,Gerbera
Feminin,31 - 45,Auriu,Violet,Rosu,Crocus,Chrysanthemum,Hyacinth
Feminin,46+,Bej,Violet,Rosu,Chrysanthemum,Peony,Hyacinth
Feminin,46+,Auriu,Violet,Roz,Crocus,Dahlia,Chrysanthemum
Feminin,31 - 45,Rosu,Roz,Violet,Hyacinth,Peony,Gerbera
Feminin,31 - 45,Bej,Violet,Roz,Peony,Gerbera,Chrysanthemum
Feminin,31 - 45,Violet,Roz,Bej,Dahlia,Chrysanthemum,Hyacinth
Feminin,31 - 45,Roz,Bej,Auriu,Peony,Crocus,Gerbera
Feminin,46+,Roz,Violet,Bej,Hyacinth,Peony,Crocus
Feminin,31 - 45,Auriu,Bej,Violet,Dahlia,Gerbera,Peony
Feminin,31 - 45,Bej,Roz,Auriu,Peony,Gerbera,Chrysanthemum
Feminin,46+,Roz,Violet,Bej,Crocus,Gerbera,Dahlia
Feminin,46+,Bej,Violet,Auriu,Hyacinth,Dahlia,Chrysanthemum
Feminin,31 - 45,Violet,Rosu,Auriu,Hyacinth,Chrysanthemum,Gerbera
Feminin,46+,Rosu,Roz,Violet,Peony,Hyacinth,Chrysanthemum
Feminin,31 - 45,Roz,Auriu,Violet,Hyacinth,Crocus,Dahlia
Feminin,31 - 45,Auriu,Rosu,Violet,Hyacinth,Dahlia,Chrysanthemum
Feminin,31 - 45,Auriu,Rosu,Bej,Chrysanthemum,Gerbera,Peony
Feminin,46+,Roz,Bej,Rosu,Dahlia,Crocus,Chrysanthemum
Feminin,46+,Roz,Bej,Auriu,Gerbera,Hyacinth,Dahlia
Feminin,31 - 45,Rosu,Roz,Violet,Chrysanthemum,Dahlia,Crocus
Feminin,31 - 45,Bej,Rosu,Violet,Dahlia,Chrysanthemum,Gerbera
Feminin,31 - 45,Auriu,Rosu,Bej,Peony,Gerbera,Hyacinth
Feminin,46+,Roz,Violet,Auriu,Hyacinth,Gerbera,Peony
Feminin,31 - 45,Auriu,Violet,Bej,Peony,Gerbera,Dahlia
Feminin,46+,Roz,Violet,Bej,Gerbera,Dahlia,Hyacinth
Feminin,31 - 45,Auriu,Violet,Rosu,Hyacinth,Gerbera,Dahlia
Feminin,46+,Violet,Bej,Rosu,Gerbera,Chrysanthemum,Dahlia
Feminin,31 - 45,Bej,Auriu,Roz,Crocus,Dahlia,Gerbera
Feminin,31 - 45,Violet,Rosu,Auriu,Dahlia,Hyacinth,Crocus
Feminin,46+,Bej,Auriu,Roz,Crocus,Peony,Dahlia
Feminin,46+,Violet,Bej,Rosu,Crocus,Chrysanthemum,Gerbera
Feminin,46+,Rosu,Violet,Roz,Dahlia,Crocus,Chrysanthemum
Feminin,31 - 45,Roz,Bej,Auriu,Peony,Gerbera,Chrysanthemum
Feminin,46+,Violet,Bej,Rosu,Dahlia,Gerbera,Hyacinth
Feminin,31 - 45,Rosu,Violet,Auriu,Peony,Crocus,Chrysanthemum
Feminin,31 - 45,Rosu,Violet,Roz,Peony,Gerbera,Chrysanthemum
Feminin,46+,Bej,Auriu,Violet,Crocus,Peony,Gerbera
Feminin,46+,Auriu,Rosu,Roz,Crocus,Hyacinth,Peony
Feminin,31 - 45,Auriu,Roz,Bej,Chrysanthemum,Crocus,Dahlia
Feminin,46+,Bej,Rosu,Violet,Dahlia,Peony,Gerbera
Feminin,46+,Rosu,Auriu,Roz,Crocus,Chrysanthemum,Dahlia
Feminin,46+,Rosu,Auriu,Violet,Gerbera,Crocus,Chrysanthemum
Feminin,31 - 45,Roz,Violet,Rosu,Hyacinth,Crocus,Dahlia
Feminin,31 - 45,Rosu,Roz,Violet,Peony,Dahlia,Gerbera
Feminin,46+,Auriu,Bej,Rosu,Chrysanthemum,Peony,Hyacinth
Feminin,31 - 45,Rosu,Roz,Violet,Gerbera,Peony,Hyacinth
Feminin,46+,Rosu,Bej,Violet,Chrysanthemum,Hyacinth,Peony
Feminin,46+,Bej,Rosu,Auriu,Hyacinth,Chrysanthemum,Gerbera
Feminin,31 - 45,Auriu,Roz,Violet,Peony,Hyacinth,Gerbera
Feminin,31 - 45,Bej,Roz,Violet,Chrysanthemum,Peony,Hyacinth
Feminin,31 - 45,Violet,Bej,Auriu,Chrysanthemum,Hyacinth,Gerbera
Feminin,31 - 45,Roz,Bej,Violet,Gerbera,Crocus,Hyacinth
Feminin,46+,Roz,Bej,Violet,Crocus,Dahlia,Peony
Feminin,31 - 45,Roz,Rosu,Bej,Dahlia,Crocus,Chrysanthemum
Feminin,31 - 45,Auriu,Violet,Bej,Peony,Gerbera,Crocus
Feminin,46+,Bej,Auriu,Roz,Chrysanthemum,Peony,Hyacinth
Feminin,31 - 45,Rosu,Bej,Roz,Gerbera,Crocus,Chrysanthemum
Feminin,31 - 45,Rosu,Bej,Auriu,Gerbera,Peony,Crocus
Feminin,46+,Violet,Bej,Roz,Gerbera,Hyacinth,Dahlia
Feminin,31 - 45,Rosu,Roz,Violet,Gerbera,Hyacinth,Dahlia
Feminin,31 - 45,Auriu,Roz,Rosu,Crocus,Peony,Hyacinth
Feminin,31 - 45,Roz,Auriu,Bej,Gerbera,Dahlia,Crocus
Feminin,31 - 45,Auriu,Roz,Violet,Hyacinth,Gerbera,Chrysanthemum
Feminin,46+,Auriu,Roz,Rosu,Crocus,Hyacinth,Dahlia
Feminin,31 - 45,Roz,Rosu,Auriu,Hyacinth,Chrysanthemum,Dahlia
Feminin,31 - 45,Violet,Roz,Bej,Gerbera,Hyacinth,Peony
Feminin,46+,Roz,Rosu,Bej,Crocus,Hyacinth,Gerbera
Feminin,46+,Auriu,Bej,Violet,Dahlia,Hyacinth,Peony
Feminin,46+,Auriu,Rosu,Roz,Hyacinth,Dahlia,Gerbera
Feminin,31 - 45,Violet,Roz,Auriu,Crocus,Chrysanthemum,Hyacinth
Feminin,46+,Bej,Violet,Roz,Peony,Hyacinth,Chrysanthemum
Feminin,46+,Auriu,Rosu,Bej,Chrysanthemum,Crocus,Hyacinth
Feminin,31 - 45,Rosu,Violet,Roz,Chrysanthemum,Hyacinth,Peony
Feminin,46+,Bej,Roz,Auriu,Hyacinth,Gerbera,Peony
Feminin,31 - 45,Bej,Auriu,Rosu,Peony,Chrysanthemum,Crocus
Feminin,46+,Roz,Auriu,Rosu,Chrysanthemum,Dahlia,Gerbera
Feminin,31 - 45,Roz,Rosu,Auriu,Chrysanthemum,Hyacinth,Dahlia
Feminin,31 - 45,Auriu,Roz,Violet,Chrysanthemum,Dahlia,Peony
Feminin,46+,Auriu,Violet,Rosu,Hyacinth,Peony,Crocus
Feminin,46+,Rosu,Bej,Violet,Chrysanthemum,Hyacinth,Crocus
Feminin,31 - 45,Violet,Auriu,Bej,Gerbera,Peony,Chrysanthemum
Feminin,31 - 45,Violet,Roz,Bej,Peony,Gerbera,Chrysanthemum
Feminin,31 - 45,Violet,Roz,Rosu,Hyacinth,Peony,Crocus
Feminin,31 - 45,Auriu,Rosu,Roz,Gerbera,Peony,Hyacinth
Feminin,46+,Roz,Rosu,Auriu,Hyacinth,Dahlia,Gerbera
Feminin,31 - 45,Auriu,Roz,Violet,Peony,Hyacinth,Dahlia
Feminin,46+,Violet,Bej,Rosu,Dahlia,Hyacinth,Crocus
Feminin,31 - 45,Roz,Rosu,Bej,Crocus,Dahlia,Peony
Feminin,31 - 45,Roz,Violet,Rosu,Chrysanthemum,Dahlia,Gerbera
Feminin,31 - 45,Auriu,Violet,Bej,Crocus,Gerbera,Chrysanthemum
Feminin,46+,Auriu,Rosu,Bej,Chrysanthemum,Gerbera,Peony
Feminin,31 - 45,Bej,Auriu,Violet,Dahlia,Chrysanthemum,Crocus
Feminin,31 - 45,Auriu,Rosu,Bej,Peony,Crocus,Chrysanthemum
Feminin,31 - 45,Rosu,Auriu,Bej,Gerbera,Chrysanthemum,Hyacinth
Feminin,46+,Violet,Roz,Bej,Dahlia,Gerbera,Hyacinth
Feminin,31 - 45,Bej,Auriu,Rosu,Gerbera,Chrysanthemum,Peony
Feminin,31 - 45,Roz,Bej,Violet,Peony,Crocus,Hyacinth
Feminin,31 - 45,Bej,Rosu,Auriu,Peony,Crocus,Chrysanthemum
Feminin,31 - 45,Bej,Violet,Auriu,Peony,Hyacinth,Dahlia
Feminin,46+,Roz,Bej,Rosu,Chrysanthemum,Dahlia,Gerbera
Feminin,31 - 45,Violet,Rosu,Bej,Peony,Chrysanthemum,Dahlia
Feminin,46+,Rosu,Bej,Violet,Hyacinth,Crocus,Chrysanthemum
Feminin,46+,Roz,Violet,Rosu,Hyacinth,Crocus,Peony
Feminin,46+,Violet,Rosu,Bej,Peony,Gerbera,Crocus
Feminin,46+,Bej,Violet,Rosu,Chrysanthemum,Dahlia,Crocus
Feminin,31 - 45,Auriu,Roz,Violet,Gerbera,Chrysanthemum,Hyacinth
Feminin,46+,Bej,Roz,Auriu,Chrysanthemum,Hyacinth,Crocus
Feminin,31 - 45,Auriu,Rosu,Roz,Gerbera,Dahlia,Hyacinth
Feminin,46+,Rosu,Roz,Violet,Peony,Chrysanthemum,Crocus
Feminin,31 - 45,Bej,Rosu,Roz,Peony,Crocus,Chrysanthemum
Feminin,46+,Bej,Rosu,Roz,Hyacinth,Peony,Dahlia
Feminin,31 - 45,Violet,Bej,Roz,Dahlia,Chrysanthemum,Hyacinth
Feminin,46+,Bej,Roz,Violet,Gerbera,Hyacinth,Crocus
Feminin,46+,Rosu,Roz,Auriu,Hyacinth,Gerbera,Peony
Feminin,46+,Violet,Rosu,Auriu,Peony,Chrysanthemum,Crocus
Feminin,46+,Auriu,Rosu,Violet,Peony,Crocus,Dahlia
Feminin,31 - 45,Rosu,Violet,Auriu,Dahlia,Gerbera,Peony
Feminin,46+,Auriu,Rosu,Violet,Dahlia,Gerbera,Peony
Feminin,46+,Roz,Rosu,Violet,Crocus,Hyacinth,Chrysanthemum
Feminin,46+,Roz,Bej,Violet,Crocus,Chrysanthemum,Hyacinth
Feminin,31 - 45,Rosu,Violet,Auriu,Crocus,Gerbera,Peony
Feminin,46+,Bej,Rosu,Violet,Chrysanthemum,Crocus,Hyacinth
Feminin,31 - 45,Roz,Bej,Auriu,Gerbera,Peony,Crocus
Feminin,31 - 45,Auriu,Bej,Violet,Gerbera,Hyacinth,Dahlia
Feminin,31 - 45,Violet,Roz,Auriu,Peony,Crocus,Chrysanthemum
Feminin,46+,Violet,Rosu,Roz,Chrysanthemum,Peony,Dahlia
Feminin,46+,Rosu,Bej,Auriu,Crocus,Dahlia,Peony
Feminin,31 - 45,Roz,Rosu,Violet,Dahlia,Hyacinth,Gerbera
Feminin,46+,Violet,Bej,Auriu,Chrysanthemum,Crocus,Peony
Feminin,46+,Bej,Roz,Auriu,Gerbera,Chrysanthemum,Dahlia
Feminin,31 - 45,Roz,Auriu,Rosu,Gerbera,Hyacinth,Crocus
Feminin,46+,Bej,Rosu,Violet,Dahlia,Chrysanthemum,Crocus
Feminin,46+,Rosu,Violet,Roz,Crocus,Chrysanthemum,Peony
Feminin,46+,Auriu,Violet,Rosu,Hyacinth,Chrysanthemum,Peony
Feminin,46+,Violet,Auriu,Bej,Hyacinth,Peony,Dahlia
Feminin,46+,Violet,Roz,Rosu,Hyacinth,Crocus,Dahlia
Feminin,31 - 45,Rosu,Auriu,Violet,Dahlia,Peony,Chrysanthemum
Feminin,46+,Rosu,Roz,Auriu,Dahlia,Chrysanthemum,Crocus
Feminin,31 - 45,Roz,Rosu,Auriu,Hyacinth,Peony,Chrysanthemum
Feminin,31 - 45,Bej,Violet,Auriu,Chrysanthemum,Crocus,Dahlia
Feminin,31 - 45,Bej,Roz,Auriu,Dahlia,Peony,Chrysanthemum
Feminin,46+,Violet,Bej,Rosu,Peony,Crocus,Dahlia
Feminin,31 - 45,Auriu,Roz,Bej,Crocus,Gerbera,Chrysanthemum
Feminin,31 - 45,Auriu,Roz,Rosu,Crocus,Chrysanthemum,Peony
Feminin,31 - 45,Roz,Auriu,Rosu,Crocus,Hyacinth,Peony
Feminin,46+,Violet,Roz,Auriu,Hyacinth,Crocus,Peony
Feminin,31 - 45,Auriu,Violet,Rosu,Chrysanthemum,Gerbera,Hyacinth
Feminin,31 - 45,Violet,Bej,Auriu,Hyacinth,Peony,Gerbera
Feminin,31 - 45,Rosu,Violet,Roz,Gerbera,Chrysanthemum,Hyacinth
Feminin,46+,Rosu,Roz,Auriu,Hyacinth,Crocus,Gerbera
Feminin,46+,Bej,Rosu,Auriu,Dahlia,Chrysanthemum,Peony
Feminin,31 - 45,Bej,Auriu,Violet,Gerbera,Dahlia,Peony
Feminin,46+,Bej,Roz,Auriu,Chrysanthemum,Hyacinth,Gerbera
Feminin,46+,Rosu,Auriu,Bej,Peony,Hyacinth,Dahlia
Feminin,46+,Bej,Roz,Rosu,Gerbera,Peony,Hyacinth
Feminin,31 - 45,Roz,Rosu,Auriu,Dahlia,Peony,Crocus
Feminin,31 - 45,Violet,Bej,Roz,Crocus,Peony,Hyacinth
Feminin,46+,Auriu,Violet,Roz,Gerbera,Hyacinth,Dahlia
Feminin,31 - 45,Rosu,Bej,Roz,Gerbera,Crocus,Peony
Feminin,46+,Violet,Roz,Bej,Hyacinth,Chrysanthemum,Dahlia
Feminin,31 - 45,Violet,Roz,Auriu,Crocus,Hyacinth,Peony
Feminin,31 - 45,Violet,Auriu,Rosu,Gerbera,Peony,Chrysanthemum
Feminin,46+,Violet,Auriu,Roz,Hyacinth,Dahlia,Peony
Feminin,31 - 45,Auriu,Bej,Rosu,Chrysanthemum,Hyacinth,Dahlia
Feminin,46+,Rosu,Bej,Violet,Peony,Gerbera,Chrysanthemum
Feminin,31 - 45,Auriu,Rosu,Roz,Gerbera,Dahlia,Chrysanthemum
Feminin,31 - 45,Bej,Roz,Auriu,Hyacinth,Crocus,Peony
Feminin,46+,Auriu,Violet,Bej,Hyacinth,Chrysanthemum,Crocus
Feminin,31 - 45,Rosu,Auriu,Roz,Dahlia,Chrysanthemum,Crocus
Feminin,46+,Bej,Roz,Rosu,Crocus,Gerbera,Hyacinth
Feminin,31 - 45,Violet,Bej,Roz,Gerbera,Peony,Dahlia
Feminin,31 - 45,Auriu,Roz,Violet,Peony,Dahlia,Chrysanthemum
Feminin,31 - 45,Bej,Roz,Violet,Gerbera,Chrysanthemum,Hyacinth
Feminin,46+,Auriu,Bej,Roz,Gerbera,Peony,Crocus
Feminin,46+,Auriu,Bej,Roz,Peony,Chrysanthemum,Crocus
Feminin,31 - 45,Auriu,Roz,Violet,Dahlia,Crocus,Gerbera
Feminin,46+,Rosu,Violet,Bej,Hyacinth,Dahlia,Chrysanthemum
Feminin,31 - 45,Roz,Violet,Bej,Peony,Chrysanthemum,Hyacinth
Feminin,31 - 45,Rosu,Bej,Roz,Gerbera,Dahlia,Hyacinth
Feminin,31 - 45,Auriu,Violet,Rosu,Hyacinth,Dahlia,Chrysanthemum
Feminin,46+,Violet,Rosu,Bej,Chrysanthemum,Crocus,Gerbera
Feminin,31 - 45,Roz,Rosu,Bej,Chrysanthemum,Dahlia,Gerbera
Feminin,46+,Bej,Auriu,Roz,Crocus,Chrysanthemum,Peony
Feminin,46+,Roz,Bej,Rosu,Crocus,Chrysanthemum,Gerbera
Feminin,31 - 45,Rosu,Roz,Violet,Peony,Dahlia,Gerbera
Feminin,46+,Roz,Bej,Auriu,Gerbera,Chrysanthemum,Crocus
Feminin,31 - 45,Violet,Bej,Rosu,Chrysanthemum,Peony,Gerbera
Feminin,31 - 45,Auriu,Bej,Roz,Chrysanthemum,Gerbera,Dahlia
Feminin,46+,Rosu,Bej,Auriu,Chrysanthemum,Dahlia,Gerbera
Feminin,31 - 45,Roz,Violet,Bej,Hyacinth,Peony,Chrysanthemum
Feminin,31 - 45,Bej,Violet,Auriu,Crocus,Peony,Dahlia
Feminin,46+,Bej,Rosu,Roz,Dahlia,Hyacinth,Chrysanthemum
Feminin,46+,Rosu,Roz,Bej,Crocus,Hyacinth,Dahlia
Feminin,46+,Violet,Rosu,Roz,Gerbera,Peony,Dahlia
Feminin,31 - 45,Rosu,Roz,Bej,Gerbera,Peony,Hyacinth
Feminin,46+,Roz,Violet,Bej,Dahlia,Hyacinth,Crocus
Feminin,31 - 45,Auriu,Bej,Rosu,Chrysanthemum,Crocus,Hyacinth
Feminin,46+,Violet,Rosu,Roz,Peony,Dahlia,Gerbera
Feminin,31 - 45,Auriu,Rosu,Roz,Hyacinth,Chrysanthemum,Dahlia
Feminin,46+,Auriu,Bej,Violet,Dahlia,Hyacinth,Chrysanthemum
Feminin,46+,Violet,Roz,Rosu,Chrysanthemum,Gerbera,Dahlia
Feminin,46+,Auriu,Roz,Rosu,Crocus,Gerbera,Dahlia
Feminin,46+,Roz,Auriu,Bej,Crocus,Peony,Dahlia
Feminin,46+,Bej,Auriu,Violet,Gerbera,Dahlia,Hyacinth
Feminin,31 - 45,Bej,Rosu,Roz,Crocus,Gerbera,Dahlia
Feminin,31 - 45,Rosu,Violet,Roz,Dahlia,Chrysanthemum,Peony
Feminin,46+,Rosu,Bej,Violet,Hyacinth,Chrysanthemum,Crocus
Feminin,31 - 45,Auriu,Violet,Roz,Chrysanthemum,Crocus,Gerbera
Feminin,31 - 45,Rosu,Bej,Roz,Dahlia,Peony,Chrysanthemum
Feminin,31 - 45,Rosu,Roz,Bej,Crocus,Dahlia,Chrysanthemum
Feminin,46+,Roz,Auriu,Violet,Hyacinth,Crocus,Chrysanthemum
Feminin,46+,Auriu,Roz,Bej,Crocus,Dahlia,Gerbera
Feminin,31 - 45,Rosu,Auriu,Roz,Peony,Chrysanthemum,Dahlia
Feminin,31 - 45,Bej,Auriu,Violet,Chrysanthemum,Dahlia,Gerbera
Feminin,31 - 45,Violet,Rosu,Roz,Gerbera,Chrysanthemum,Hyacinth
Feminin,46+,Bej,Rosu,Roz,Crocus,Peony,Dahlia
Feminin,31 - 45,Roz,Rosu,Bej,Peony,Crocus,Chrysanthemum
Feminin,46+,Violet,Roz,Auriu,Peony,Gerbera,Crocus
Feminin,46+,Rosu,Bej,Roz,Chrysanthemum,Hyacinth,Dahlia
Feminin,46+,Auriu,Roz,Rosu,Gerbera,Dahlia,Hyacinth
Feminin,31 - 45,Rosu,Auriu,Violet,Dahlia,Crocus,Peony
Feminin,46+,Auriu,Roz,Rosu,Chrysanthemum,Gerbera,Peony
Feminin,31 - 45,Violet,Auriu,Rosu,Peony,Crocus,Hyacinth
Feminin,46+,Bej,Violet,Auriu,Gerbera,Peony,Crocus
Feminin,46+,Auriu,Rosu,Roz,Chrysanthemum,Gerbera,Hyacinth
Feminin,31 - 45,Auriu,Roz,Bej,Peony,Crocus,Gerbera
